movie_title,year_released,critic_rating,audience_rating,genres
The Identical,2014,6,62,Drama
The Ides of March,2011,84,73,"Drama, Mystery & Suspense"
The Illusionist (L'illusionniste),2010,90,79,"Animation, Art House & International, Comedy, Drama"
The Imaginarium of Doctor Parnassus,2009,64,60,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
The Imitation Game,2014,89,91,"Drama, Mystery & Suspense"
The Immigrant,2014,85,60,"Drama, Romance"
The Immortalists,2014,67,69,"Documentary, Drama"
The Impossible,2012,81,84,"Action & Adventure, Drama"
The Imposter,2012,95,78,"Documentary, Special Interest"
The In-Laws,1979,88,83,"Action & Adventure, Comedy, Mystery & Suspense"
The Inbetweeners,2012,53,70,"Art House & International, Comedy"
The Incredible Burt Wonderstone,2013,38,33,Comedy
The Incredible Hulk,2008,67,70,"Action & Adventure, Science Fiction & Fantasy"
The Incredible Mr. Limpet,1964,40,60,"Animation, Comedy, Kids & Family"
The Incredibly True Adventure of Two Girls in Love,1995,64,69,"Art House & International, Comedy, Drama, Romance, Gay & Lesbian"
The Indian Runner,1991,74,81,Drama
The Inevitable Defeat of Mister & Pete,2013,86,88,Drama
The Infidel,2010,60,45,Comedy
The Infiltrator,2016,72,71,Drama
The Infiltrators,2020,87,67,Drama
The Innkeepers,2012,79,42,"Horror, Mystery & Suspense"
The Innocent (L'innocente),1979,79,81,"Art House & International, Drama, Romance"
The Institute,2017,0,14,"Drama, Horror"
The Insult (L'insulte),2018,87,89,Drama
The Intended,2004,33,36,Drama
The Intern,2015,60,73,Comedy
The Internet's Own Boy: The Story of Aaron Swartz,2014,93,91,"Documentary, Special Interest"
The Internship,2013,35,51,"Comedy, Drama"
The Interrupters,2011,99,82,"Documentary, Special Interest"
The Intervention,2016,78,49,"Comedy, Drama"
The Interview,2014,52,48,Comedy
The Intouchables,2012,75,93,"Art House & International, Comedy, Drama, Special Interest"
The Intruder,2019,33,69,Mystery & Suspense
The Invisible Man,2020,91,88,"Horror, Mystery & Suspense, Science Fiction & Fantasy"
The Invisible War,2012,99,84,"Documentary, Special Interest"
The Invisible Woman,2013,75,44,Drama
The Invitation,2016,88,69,Mystery & Suspense
The Iran Job,2013,90,76,"Documentary, Special Interest, Sports & Fitness"
The Irishman,2019,96,86,"Drama, Mystery & Suspense"
The Iron Ladies,2001,56,72,"Art House & International, Comedy, Drama"
The Iron Lady,2012,52,51,"Art House & International, Drama"
The Iron Ministry,2015,89,50,Documentary
The Island (Ostrov),2007,63,81,"Art House & International, Drama"
The Island at the Top of the World,1974,43,47,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
The Island President,2012,98,77,Documentary
The Isle,2019,67,84,"Horror, Science Fiction & Fantasy"
The Jaundiced Eye,2000,100,89,"Documentary, Special Interest"
The Jeffrey Dahmer Files,2013,65,41,"Documentary, Special Interest"
The Jetsons,1990,27,44,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy"
The Jimmy Show,2001,40,36,"Comedy, Drama"
The Journey,2017,68,64,"Art House & International, Drama"
The Judge,2014,48,72,"Comedy, Drama"
The Jungle Book,2016,94,86,"Action & Adventure, Kids & Family"
"The Karate Kid, Part III",1989,15,35,"Action & Adventure, Drama, Kids & Family"
The Keeper of Lost Causes (Kvinden i buret),2016,70,67,"Art House & International, Comedy, Mystery & Suspense"
The Kid,2000,49,49,"Comedy, Kids & Family, Science Fiction & Fantasy"
The Kid,2019,45,45,"Drama, Western"
The Kid Brother,1927,100,86,Comedy
The Kid Who Would Be King,2019,89,56,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
The Kid with a Bike,2012,96,76,"Art House & International, Drama"
The Kidnapping of Michel Houellebecq,2015,91,66,"Comedy, Drama"
The Kids Are Alright,1979,100,88,"Documentary, Musical & Performing Arts"
The Kids Grow Up,2010,59,77,"Documentary, Special Interest"
The Kill Hole,2012,25,26,"Action & Adventure, Horror"
The Kill Team,2014,90,73,"Documentary, Special Interest"
The Kill Team,2019,70,42,"Action & Adventure, Drama"
The Killer Inside Me,2010,55,40,"Drama, Mystery & Suspense, Western"
The Killing of a Sacred Deer,2017,80,63,Drama
The Kindergarten Teacher (Haganenet),2015,77,45,Drama
The Kindergarten Teacher,2018,91,68,Drama
The Kindness of Strangers,2020,18,63,Drama
The King,2006,57,66,Drama
The King,2019,71,83,Drama
The King Is Alive,2001,60,57,"Art House & International, Drama, Horror"
The King of Masks,1999,89,91,"Art House & International, Drama"
The King of Staten Island,2020,74,85,Comedy
The Kingdom,2007,51,76,"Action & Adventure, Drama, Mystery & Suspense"
The Kingdom of Dreams and Madness,2014,92,88,"Documentary, Special Interest"
The King's Choice,2017,84,84,Drama
The Kings of Summer,2013,76,77,Comedy
The King's Speech,2010,94,92,Drama
The Kissing Booth,2018,17,57,"Comedy, Romance"
The Kitchen,2019,24,69,"Action & Adventure, Drama"
The Knot,2012,0,30,"Art House & International, Comedy, Romance"
The L.A. Riot Spectacular,2005,38,40,Comedy
The Ladies' Man,1961,100,69,"Classics, Comedy"
The Lady,2012,36,62,Drama
The Lady From Shanghai,1948,82,85,"Classics, Drama, Mystery & Suspense"
The Lady In The Van,2015,89,64,Drama
The Land,2016,70,61,Drama
The Land Before Time III: The Time of Great Giving,1995,60,38,"Action & Adventure, Animation, Kids & Family, Musical & Performing Arts"
The Land of Steady Habits,2018,83,47,"Comedy, Drama"
The Last 5 Years,2015,60,57,"Comedy, Drama, Musical & Performing Arts"
The Last American Hero,1973,80,49,"Action & Adventure, Classics, Drama, Sports & Fitness"
The Last Big Thing,1996,67,54,"Comedy, Drama"
The Last Black Man in San Francisco,2019,92,84,Drama
The Last Days (Los Últimos Días),2014,91,49,"Horror, Mystery & Suspense"
The Last Days On Mars,2013,18,25,Science Fiction & Fantasy
The Last Dragon,1985,58,86,"Action & Adventure, Comedy, Drama"
The Last Exorcism Part II,2013,15,26,"Horror, Mystery & Suspense"
The Last Face,2017,8,33,"Drama, Romance"
The Last Full Measure,2020,59,96,Drama
The Last Gladiators,2013,90,80,"Documentary, Special Interest, Sports & Fitness"
The Last Heist,2016,20,12,Action & Adventure
The Last King,2016,89,44,"Action & Adventure, Art House & International, Drama"
The Last Laugh (Der Letzte Mann),1925,100,88,"Art House & International, Drama"
The Last Lions,2011,87,88,"Documentary, Special Interest"
The Last Man On The Moon,2016,94,78,Documentary
The Last Metro (Le Dernier Métro),1981,86,80,"Art House & International, Drama, Romance"
The Last Mountain,2011,81,83,Documentary
The Last Movie Star,2018,59,72,Drama
The Last Of Robin Hood,2014,27,23,Drama
The Last of the Unjust,2014,96,78,"Documentary, Special Interest"
The Last Race,2018,93,61,"Documentary, Sports & Fitness"
The Last Ride,2012,47,52,Drama
The Last Rites of Joe May,2011,74,65,Drama
The Last Seduction,1994,94,76,"Drama, Mystery & Suspense"
The Last Sentence,2014,74,41,Drama
The Last September,2000,42,33,"Drama, Romance"
The Last Shot,2004,62,32,Comedy
The Last Starfighter,1984,74,69,"Action & Adventure, Science Fiction & Fantasy"
The Last Suit (El último traje),2018,78,90,"Art House & International, Drama"
The Last Thing He Wanted,2020,5,13,"Drama, Mystery & Suspense"
The Last Waltz,1978,98,94,"Documentary, Musical & Performing Arts"
The Last Witch Hunter,2015,18,43,"Action & Adventure, Science Fiction & Fantasy"
The Last Witness,2018,33,64,Mystery & Suspense
The Last Word,2017,40,64,Comedy
The Late Bloomer,2016,20,22,Comedy
The Laundromat,2019,41,40,"Comedy, Drama"
The Law In These Parts,2012,88,79,"Documentary, Special Interest"
The Layover,2017,0,22,Comedy
The Lazarus Effect,2015,16,23,Horror
The League of Gentlemen,1959,86,84,"Action & Adventure, Classics, Comedy, Drama"
The Ledge,2011,14,48,"Drama, Mystery & Suspense"
The Legend Of 420,2017,83,94,Documentary
The Legend of Ben Hall,2016,50,76,"Action & Adventure, Drama, Western"
The Legend of Hercules,2014,4,33,"Action & Adventure, Science Fiction & Fantasy"
The Legend of Tarzan,2016,36,58,Action & Adventure
The Lego Batman Movie,2017,90,80,"Action & Adventure, Animation, Comedy, Kids & Family"
The LEGO Movie,2014,96,87,"Action & Adventure, Animation, Comedy, Kids & Family"
The LEGO Movie 2: The Second Part,2019,85,68,"Animation, Comedy"
The Lego Ninjago Movie,2017,56,46,"Action & Adventure, Animation, Comedy, Kids & Family"
The Leisure Seeker,2018,38,56,"Action & Adventure, Drama, Romance"
The Leopard,1963,98,89,"Art House & International, Classics, Drama"
The Letters,2015,29,66,Drama
The Levelling,2017,94,57,Drama
The Liberator,2014,38,65,Drama
The Lie,2011,74,48,"Comedy, Drama"
The Life and Times of Hank Greenberg,2000,97,80,"Documentary, Special Interest, Sports & Fitness"
The Lifeguard,2013,16,26,"Comedy, Drama"
The Light Between Oceans,2016,61,61,"Drama, Romance"
The Lighthouse,2019,90,72,"Drama, Horror, Science Fiction & Fantasy"
The Limehouse Golem,2017,74,55,"Art House & International, Horror, Mystery & Suspense"
The Lion King,1994,93,93,"Action & Adventure, Animation, Drama, Kids & Family, Musical & Performing Arts"
The Lion King,2019,52,88,"Action & Adventure, Animation, Drama"
The Lion King II: Simba's Pride,1998,62,60,"Action & Adventure, Animation, Comedy, Drama, Kids & Family, Musical & Performing Arts"
The Lion of Judah,2011,0,62,"Animation, Kids & Family"
The Little Death,2015,61,64,Comedy
The Little Hours,2017,78,49,Comedy
The Little Mermaid,1989,93,88,"Animation, Kids & Family, Musical & Performing Arts, Science Fiction & Fantasy, Romance"
The Little Mermaid 2: Return to the Sea,2000,17,45,"Animation, Kids & Family"
The Little Rascals,1994,23,70,"Comedy, Kids & Family"
The Little Stranger,2018,65,36,"Drama, Horror, Mystery & Suspense"
The Lives of Others,2006,93,96,"Art House & International, Drama"
The Living,2015,50,35,"Drama, Mystery & Suspense"
The Living End,1992,57,61,"Action & Adventure, Art House & International, Comedy, Drama, Gay & Lesbian"
The Lobster,2016,87,65,"Comedy, Cult Movies, Drama, Science Fiction & Fantasy"
The Lodgers,2018,56,39,Horror
The Loft,2015,14,37,"Drama, Mystery & Suspense"
The Lone Ranger,2013,30,51,"Action & Adventure, Kids & Family, Western"
The Loneliest Planet,2012,74,31,Drama
The Long Dumb Road,2018,75,51,Comedy
The Long Good Friday,1982,96,89,"Drama, Mystery & Suspense"
The Longest Ride,2015,31,71,Drama
The Longest Week,2014,10,21,Comedy
The Look of Love,2013,54,34,"Comedy, Drama, Romance"
The Look of Silence,2015,96,89,"Art House & International, Documentary"
The Lookalike,2014,20,48,"Drama, Mystery & Suspense"
Dr Seuss' The Lorax,2012,54,63,"Animation, Kids & Family"
The Lord of the Rings: The Fellowship of the Ring,2001,91,95,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy"
The Lord of the Rings: The Return of the King,2003,93,86,"Action & Adventure, Classics, Science Fiction & Fantasy"
The Lord of the Rings: The Two Towers,2002,95,95,"Action & Adventure, Classics, Drama, Science Fiction & Fantasy"
The Lords of Salem,2013,46,30,"Horror, Mystery & Suspense"
The Lost City of Z,2017,87,57,"Action & Adventure, Drama"
The Love Letter,1999,33,38,"Comedy, Romance"
The Love Punch,2014,29,31,"Art House & International, Comedy"
The Love Witch,2016,95,61,"Drama, Horror, Mystery & Suspense"
The Loved Ones,2012,98,73,"Art House & International, Horror"
The Lovers,2015,8,20,"Action & Adventure, Romance"
The Lovers And The Despot,2016,79,53,"Documentary, Mystery & Suspense"
The Loving Story,2012,100,84,Documentary
The Low Life,1996,56,36,"Art House & International, Comedy, Drama"
The Lucky One,2012,20,67,Drama
The Lullaby,2018,67,74,Horror
The Lunchbox,2014,97,87,"Drama, Romance"
The Machine,2014,79,46,"Mystery & Suspense, Science Fiction & Fantasy"
The Machine Which Makes Everything Disappear,2013,64,82,"Documentary, Special Interest"
The MacKintosh Man,1973,58,44,"Action & Adventure, Mystery & Suspense"
The Magic Christian,1970,59,68,"Classics, Comedy"
The Magic of Belle Isle,2012,29,62,"Comedy, Drama"
The Magician (Ansiktet),1958,100,85,Drama
The Magnificent Seven,2016,64,72,"Action & Adventure, Drama, Western"
The Man From Earth: Holocene,2017,50,57,Drama
The Man From London (A Londoni Férfi),2007,69,61,Drama
The Man from Planet X,1951,100,38,"Classics, Cult Movies, Horror, Science Fiction & Fantasy"
The Man From U.N.C.L.E.,2015,67,73,"Action & Adventure, Comedy, Mystery & Suspense"
"The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby",2011,84,62,"Documentary, Special Interest"
The Man on the Train (L'homme du train),2003,92,79,"Art House & International, Comedy, Drama"
The Man Who Invented Christmas,2017,79,77,"Comedy, Drama"
The Man Who Killed Don Quixote,2019,64,63,"Action & Adventure, Comedy, Drama"
The Man Who Killed Hitler and Then The Bigfoot,2019,75,50,"Action & Adventure, Mystery & Suspense"
The Man Who Knew Infinity,2016,63,71,"Art House & International, Drama"
The Man Who Knew Too Much,1935,88,68,"Art House & International, Classics, Mystery & Suspense"
The Man Who Knew Too Much,1956,87,84,"Classics, Mystery & Suspense"
The Man Who Shook The Hand of Vincente Fernandez,2012,40,68,Western
The Man with Rain in His Shoes (Twice Upon a Yesterday),1998,29,53,"Art House & International, Comedy, Drama, Science Fiction & Fantasy, Romance"
The Man With the Golden Arm,1955,86,84,Drama
The Man With the Iron Fists,2012,51,40,Action & Adventure
The Mandela Effect,2019,20,77,"Drama, Mystery & Suspense, Science Fiction & Fantasy"
The Marriage Circle,1924,100,88,"Classics, Comedy"
The Marriage of Maria Braun (Die Ehe der Maria Braun),1979,92,90,"Art House & International, Drama"
The Martian,2015,91,91,Science Fiction & Fantasy
The Masked Saint,2016,14,62,Action & Adventure
The Master,2012,85,61,Drama
The Maze Runner,2014,65,68,"Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy"
The Meddler,2016,85,56,"Comedy, Drama"
The Meg,2018,46,42,"Action & Adventure, Horror, Science Fiction & Fantasy"
The Memory Thief,2007,80,41,"Drama, Mystery & Suspense"
The Mercy,2018,74,33,"Art House & International, Drama"
The Messenger,2015,83,60,"Art House & International, Documentary, Kids & Family"
The Messengers,2007,12,44,"Horror, Mystery & Suspense"
The Meyerowitz Stories (New and Selected),2017,92,72,"Comedy, Drama"
The Midnight Man,2018,30,32,"Horror, Mystery & Suspense"
The Midwife (Sage femme),2017,88,78,"Art House & International, Drama"
The Mighty Macs,2011,47,64,"Action & Adventure, Drama"
The Mill and the Cross,2011,79,64,"Art House & International, Drama"
The Mind's Eye,2016,62,35,"Action & Adventure, Horror"
The Miners' Hymns,2012,100,100,"Documentary, Drama, Special Interest"
The Miracle Season,2018,51,83,Drama
The Mirror,1975,100,92,"Art House & International, Drama, Special Interest"
The Miseducation of Cameron Post,2018,86,76,Drama
The Missing Picture,2014,99,76,"Documentary, Drama"
The Moment,2014,11,5,"Drama, Mystery & Suspense"
The Monitor (Babycall),2012,75,36,Mystery & Suspense
The Monkey King 2 (San Da Bai Gu Jing),2014,100,51,"Action & Adventure, Art House & International, Science Fiction & Fantasy"
The Monkey King 3,2018,33,48,"Action & Adventure, Science Fiction & Fantasy"
The Monster,2016,81,40,"Drama, Horror"
The Monster Project,2017,50,45,Horror
The Monuments Men,2014,30,44,"Action & Adventure, Drama"
The Mortal Instruments: City of Bones,2013,13,58,"Action & Adventure, Drama, Science Fiction & Fantasy"
The Most Assassinated Woman in the World (La femme la plus assassinée du monde),2018,86,33,Mystery & Suspense
The Most Dangerous Year,2019,91,100,Documentary
The Most Hated Woman In America,2017,36,39,Drama
The Motel Life,2013,70,43,"Drama, Mystery & Suspense"
The Moth Diaries,2012,13,23,"Drama, Horror"
The Motive (El autor),2018,60,51,"Comedy, Drama"
The Motorcycle Diaries,2004,83,92,Drama
The Mountain Between Us,2017,38,47,"Drama, Romance"
The Mule,2018,70,66,"Drama, Mystery & Suspense"
The Mummy,2017,16,35,"Action & Adventure, Drama, Horror"
The Muppets,2011,95,80,"Comedy, Kids & Family"
The Murder of Nicole Brown Simpson,2020,0,4,"Drama, Mystery & Suspense"
The Music Never Stopped,2011,67,81,Drama
The Music of Silence,2018,0,81,Drama
The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,2016,84,84,Documentary
The Mustang,2019,95,74,Drama
The Naked Gun 33 1/3: The Final Insult,1994,54,53,Comedy
The Naked Gun: From the Files of Police Squad!,1988,88,84,Comedy
The Naked Island (Hadaka no shima),1960,100,85,"Art House & International, Drama"
The Naked Kiss,1964,93,81,"Classics, Drama"
The Name of the Rose (Der Name der Rose),1986,74,84,"Art House & International, Drama, Mystery & Suspense"
The Nameless (Los sin nombre),2005,20,41,"Art House & International, Horror, Mystery & Suspense"
The Natural History of the Chicken,2001,60,76,"Documentary, Special Interest, Television"
The Neon Demon,2016,59,51,Horror
The Neverending Story,1984,80,81,"Kids & Family, Science Fiction & Fantasy"
The Neverending Story II: The Next Chapter,1991,14,40,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
The New Girlfriend,2015,81,61,"Art House & International, Drama"
The New Radical,2017,58,67,Documentary
The New Romantic,2018,62,37,"Comedy, Romance"
The Nice Guys,2016,92,79,"Comedy, Drama"
The Night Before,2015,68,61,Comedy
The Night Clerk,2020,36,31,"Drama, Mystery & Suspense"
The Night Comes For Us,2018,91,83,"Action & Adventure, Mystery & Suspense"
The Night Eats the World (La nuit a dévoré le monde),2018,86,56,"Art House & International, Drama, Horror, Mystery & Suspense"
The Night Listener,2006,40,35,"Drama, Mystery & Suspense"
The Night Visitor,1971,13,50,"Action & Adventure, Classics, Mystery & Suspense"
The Night We Never Met,1993,56,37,"Comedy, Drama, Romance"
The Nightmare,2015,67,43,"Documentary, Horror"
The Nines,2007,65,61,"Art House & International, Comedy, Drama, Mystery & Suspense"
The November Man,2014,35,46,"Action & Adventure, Mystery & Suspense"
The Number 23,2007,8,56,Mystery & Suspense
The Numbers Station,2013,30,31,Mystery & Suspense
The Nun,2018,25,35,Horror
The Nun's Story,1959,94,82,"Classics, Drama"
The Nut Job,2014,13,43,"Animation, Comedy"
The Nut Job 2: Nutty by Nature,2017,14,43,"Animation, Comedy, Kids & Family"
The Nutcracker and the Four Realms,2018,32,34,"Action & Adventure, Kids & Family, Science Fiction & Fantasy"
The Oath,2018,63,40,Comedy
The Odd Life of Timothy Green,2012,36,67,"Comedy, Science Fiction & Fantasy"
The Odd Way Home,2014,20,67,Drama
The Old Man & the Gun,2018,93,62,Drama
The One,2001,14,51,"Action & Adventure, Science Fiction & Fantasy"
The One I Love,2014,82,76,"Comedy, Drama"
The Ones Below,2016,76,47,"Art House & International, Mystery & Suspense"
The Only Real Game,2014,100,65,"Documentary, Drama, Special Interest"
The Oogieloves in The Big Balloon Adventure,2012,30,63,"Kids & Family, Musical & Performing Arts"
The Open House,2018,15,8,"Horror, Mystery & Suspense"
The Optimists,1973,86,71,"Comedy, Drama, Musical & Performing Arts"
The Oranges,2012,31,32,"Comedy, Drama, Romance"
The Order,2003,8,38,Mystery & Suspense
The Order of Myths,2008,100,70,"Documentary, Musical & Performing Arts, Special Interest, Faith & Spirituality"
The Orphanage,2007,87,86,"Drama, Horror, Mystery & Suspense"
The Osiris Child: Science Fiction Volume One,2017,62,47,"Drama, Science Fiction & Fantasy"
The Other Dream Team,2012,88,88,"Documentary, Sports & Fitness"
The Other F Word,2011,78,82,"Documentary, Musical & Performing Arts, Special Interest"
The Other Lamb,2020,75,34,Drama
The Other Man: F.W. de Klerk and the End of Apartheid,2015,50,33,Documentary
The Other Side of Heaven,2001,30,74,"Action & Adventure, Drama"
The Other Side of the Door,2016,35,29,"Horror, Mystery & Suspense"
The Other Side of the Wind,2018,84,58,Drama
The Other Son,2012,79,78,Drama
The Other Woman,2011,39,45,Drama
The Other Woman,2014,25,57,Comedy
The Ottoman Lieutenant,2017,19,51,Drama
The Out-of-Towners,1999,27,31,Comedy
The Outcasts,2017,56,47,Comedy
The Outlaw,1943,73,31,"Action & Adventure, Classics, Drama, Mystery & Suspense, Western, Romance"
The Outpost,2020,92,83,"Action & Adventure, Drama"
The Outrageous Sophie Tucker,2015,74,61,Documentary
The Outsider,2014,5,12,Action & Adventure
The Outsider,2019,47,37,Western
The Overnight,2015,83,54,Comedy
The Overnighters,2014,97,85,"Documentary, Drama, Special Interest"
The Overture,2005,60,86,"Art House & International, Drama"
The Owl and the Pussycat,1970,80,66,"Comedy, Kids & Family, Romance"
The Owners,2020,64,31,Mystery & Suspense
The Pack,2016,55,18,"Art House & International, Horror, Mystery & Suspense"
The Pact,2012,66,41,"Horror, Mystery & Suspense, Special Interest"
The Pact II,2014,23,13,"Horror, Mystery & Suspense"
The Painted Bird,2020,81,58,Drama
The Painter and the Thief,2020,97,78,Documentary
The Pajama Game,1957,91,64,"Classics, Comedy, Musical & Performing Arts, Romance"
The Pale Door,2020,51,64,"Horror, Western"
The Paperboy,2012,45,33,Drama
The Parking Lot Movie,2010,78,79,"Documentary, Special Interest"
The Parts You Lose,2019,67,57,"Drama, Mystery & Suspense"
The Party,2018,82,61,"Art House & International, Comedy, Drama"
The Party's Over,2001,56,68,"Documentary, Special Interest"
The Passion of Anna (En Passion),1970,100,85,"Art House & International, Drama"
The Patience Stone,2013,85,75,Drama
The Patsy,1964,82,63,"Classics, Comedy"
The Pawnbroker,1965,82,87,"Classics, Drama"
The Peanut Butter Falcon,2019,96,96,"Action & Adventure, Drama"
The Peanuts Movie,2015,87,76,"Animation, Kids & Family"
The People I've Slept With,2010,27,37,Comedy
The People vs. George Lucas,2011,72,69,"Comedy, Documentary, Musical & Performing Arts, Special Interest"
The Perfect Age of Rock 'n' Roll,2011,0,50,"Documentary, Drama, Musical & Performing Arts"
The Perfect Family,2012,50,36,"Comedy, Drama"
The Perfect Guy,2015,18,51,Mystery & Suspense
The Perfect Match,2016,22,44,Comedy
The Perfect Weapon,1991,45,65,"Action & Adventure, Drama"
The Perks of Being a Wallflower,2012,86,89,Drama
The Pervert's Guide To Ideology,2013,93,78,"Documentary, Special Interest"
The Petrified Forest,1936,100,79,"Classics, Drama, Romance"
The Phantom Carriage,1920,100,90,"Art House & International, Drama, Horror, Science Fiction & Fantasy"
The Phenom,2016,79,38,Drama
The Photograph,2020,74,81,"Comedy, Drama, Romance"
The Piano Tuner of Earthquakes,2006,45,58,"Art House & International, Drama, Science Fiction & Fantasy"
The Pill,2011,70,56,"Comedy, Drama, Romance"
The Pillow Book,1997,67,81,"Art House & International, Cult Movies, Drama, Special Interest"
The Pinochet Case,2002,94,89,"Documentary, Kids & Family, Special Interest"
The Pirate Fairy,2014,81,70,"Animation, Kids & Family, Science Fiction & Fantasy"
The Pirates,2014,57,51,"Action & Adventure, Art House & International"
The Pirates! Band of Misfits,2012,86,60,"Action & Adventure, Animation, Comedy"
The Place Beyond The Pines,2013,78,75,Drama
The Plague Dogs,1983,57,89,"Action & Adventure, Animation, Drama, Science Fiction & Fantasy"
The Playroom,2013,54,55,Drama
The Pleasures Of Being Out Of Step,2014,100,57,"Documentary, Musical & Performing Arts"
The Poison Rose,2019,0,24,Mystery & Suspense
The Pool,2008,96,73,"Art House & International, Comedy, Drama"
The Possession,2012,39,48,"Horror, Mystery & Suspense"
The Possession of Hannah Grace,2018,18,28,"Horror, Mystery & Suspense"
The Possession of Michael King,2014,32,39,Mystery & Suspense
The Post,2018,88,73,"Drama, Mystery & Suspense"
The Postcard Killings,2020,24,37,Mystery & Suspense
The Power Of Few,2013,50,39,"Drama, Science Fiction & Fantasy"
The Predator,2018,32,33,"Action & Adventure, Horror, Science Fiction & Fantasy"
The Preppie Connection,2016,11,50,Drama
The President,2016,84,69,"Art House & International, Drama"
The Pretty One,2014,50,45,"Comedy, Drama"
The Price,2017,78,42,Drama
The Prince,2014,0,23,Drama
The Prince & Me,2004,28,59,"Comedy, Romance"
The Princess and the Cobbler (The Thief and the Cobbler),1993,50,74,"Action & Adventure, Animation, Comedy, Kids & Family, Science Fiction & Fantasy"
The Principal,1987,50,51,"Comedy, Drama"
The Prodigy,2019,41,36,Horror
The Professor,2019,10,76,"Comedy, Drama"
The Professor and the Madman,2019,43,78,Drama
The Program,2016,62,43,Drama
The Promise,2017,51,92,"Drama, Romance"
The Prophecy II,1998,33,44,Horror
Kahlil Gibran's The Prophet,2015,65,75,Animation
The Pruitt-igoe Myth: An Urban History,2012,86,82,"Documentary, Special Interest"
The Public,2019,65,79,Drama
The Puffy Chair,2005,77,62,"Art House & International, Comedy, Drama"
The Punk Singer,2013,91,83,"Documentary, Musical & Performing Arts"
The Purge,2013,40,36,"Mystery & Suspense, Science Fiction & Fantasy"
The Purge: Anarchy,2014,57,56,Horror
The Purge: Election Year,2016,56,48,"Action & Adventure, Horror, Mystery & Suspense"
The Pyramid,2014,14,21,Drama
The Quake (Skjelvet),2018,85,54,"Action & Adventure, Drama, Mystery & Suspense"
The Queen,1968,96,62,"Documentary, Special Interest, Gay & Lesbian"
The Queen of Spain (La reina de España),2017,31,35,"Art House & International, Comedy, Drama"
The Queen of Versailles,2012,95,73,"Documentary, Special Interest"
The Quiet,2006,22,51,"Art House & International, Drama, Mystery & Suspense"
The Quiet Family (Choyonghan kajok),1998,80,79,"Art House & International, Comedy, Drama, Horror"
The Quiet One,2019,65,91,Documentary
The Quiet Ones,2014,37,25,Horror
The Quiet Room,1997,80,72,Drama
The Rabbi's Cat,2012,94,75,"Action & Adventure, Animation, Art House & International"
The Rachel Divide,2018,72,60,Documentary
The Rage in Placid Lake,2004,56,80,"Art House & International, Comedy, Drama"
The Raid 2,2014,81,87,Action & Adventure
The Raid: Redemption,2012,86,87,"Action & Adventure, Art House & International, Drama"
The Railway Man,2014,66,68,Drama
The Rambler,2013,33,35,"Comedy, Drama"
The Rape Of Recy Taylor,2017,94,64,Documentary
The Raven,2012,22,46,Mystery & Suspense
The Real Blonde,1998,34,38,"Comedy, Drama"
The Real Dirt on Farmer John,2007,88,78,"Documentary, Musical & Performing Arts, Special Interest"
The Red Pill,2016,29,92,Documentary
The Red Turtle (La tortue rouge),2017,93,80,"Animation, Art House & International"
The Red Violin (Le violon rouge),1999,74,91,"Art House & International, Drama, Mystery & Suspense, Romance"
The Reef,2010,80,41,Mystery & Suspense
The Reflecting Skin,1990,88,78,"Drama, Horror, Mystery & Suspense"
The Reluctant Fundamentalist,2013,57,61,Mystery & Suspense
The Remaining,2014,60,38,Mystery & Suspense
The Rental,2020,75,45,"Horror, Mystery & Suspense"
The Rescuers,1977,81,68,"Action & Adventure, Animation, Kids & Family"
The Rest of Us,2020,90,80,"Comedy, Drama"
The Resurrection of Gavin Stone,2017,50,83,Comedy
The Retrieval,2014,93,73,Drama
The Return,2004,96,93,"Drama, Television"
The Return of Jafar,1994,33,40,"Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy"
The Return of Martin Guerre (Le Retour de Martin Guerre),1982,100,80,"Art House & International, Drama, Mystery & Suspense, Romance"
The Return of the Vampire,1944,75,34,"Classics, Horror"
The Returned,2014,58,37,"Art House & International, Horror, Mystery & Suspense"
The Revenant,2012,58,50,"Action & Adventure, Comedy, Horror"
The Revenant,2015,78,84,"Action & Adventure, Drama"
The Revisionaries,2012,92,75,"Documentary, Special Interest"
The Revival,2018,78,42,"Drama, Gay & Lesbian"
The Rewrite,2015,66,42,Comedy
The Rhythm Section,2020,28,44,"Action & Adventure, Mystery & Suspense"
The Rider,2018,97,83,Drama
The Right Kind of Wrong,2014,17,37,"Comedy, Romance"
The Riot Act,2018,63,83,Mystery & Suspense
The Riot Club (Posh),2015,67,43,"Art House & International, Drama, Mystery & Suspense"
The Rise (Wasteland),2013,60,63,"Drama, Mystery & Suspense"
The Rise and Rise of Bitcoin,2014,67,79,"Documentary, Special Interest"
The Rite,2011,21,40,"Drama, Mystery & Suspense"
The River,1959,92,79,"Classics, Drama"
The Road,2012,65,59,"Drama, Horror"
